1698 669,511,678,428,600,754,61,968,601,320,849,919,729,210,283,878,944,837,911,164,212,641,746,451,273,471,256,143
1698 669,511,600,754,746,451,61,968,601,320,849,919,729,210,283,878,944,837,911,164,212,641,678,428,273,471,256,143
1698 669,511,600,754,746,451,61,968,601,320,849,919,729,210,283,878,944,837,911,164,212,641,678,428,273,471,256,143
1698 212,641,678,428,746,451,61,968,601,320,849,919,729,210,283,878,944,837,911,164,669,511,600,754,273,471,256,143
1681 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,575,439,273,471,256,143
1675 669,511,678,428,746,451,61,968,601,320,849,919,729,210,283,878,944,837,911,164,212,641,600,754,36,950,256,143
1666 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,589,856,164,212,641,600,754,273,471,1,209
1657 669,511,678,428,746,451,61,968,272,171,849,919,960,549,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1653 669,511,678,428,746,451,61,968,601,937,469,123,729,210,283,878,944,837,911,164,64,190,600,754,273,471,256,143
1648 669,511,678,428,746,451,61,968,601,320,849,919,960,549,283,878,944,837,911,164,248,304,600,754,273,471,256,143
1637 911,164,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,669,511,64,190,600,754,273,471,256,143
1637 669,511,678,428,746,451,944,837,601,320,596,123,729,210,283,878,61,968,911,164,64,190,600,754,273,471,256,143
1637 669,511,678,428,746,451,61,968,944,837,596,123,729,210,283,878,601,320,911,164,64,190,600,754,273,471,256,143
1637 669,511,678,428,746,451,61,968,601,320,596,123,944,837,283,878,729,210,911,164,64,190,600,754,273,471,256,143
1637 669,511,678,428,746,451,61,968,601,320,596,123,944,837,283,878,729,210,911,164,64,190,600,754,273,471,256,143
1637 669,511,678,428,746,451,61,968,601,320,596,123,911,164,283,878,944,837,729,210,64,190,600,754,273,471,256,143
1637 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,273,471,256,143
1637 669,511,678,428,746,451,61,968,601,320,273,471,729,210,283,878,944,837,911,164,64,190,600,754,596,123,256,143
1637 669,511,678,428,746,451,61,968,601,320,256,143,729,210,283,878,944,837,911,164,64,190,600,754,273,471,596,123
1637 669,511,678,428,746,451,61,968,601,320,256,143,729,210,283,878,944,837,911,164,64,190,600,754,273,471,596,123
1637 669,511,678,428,746,451,61,968,273,471,596,123,729,210,283,878,944,837,911,164,64,190,600,754,601,320,256,143
1637 669,511,678,428,746,451,600,754,601,320,596,123,729,210,283,878,944,837,911,164,64,190,61,968,273,471,256,143
1637 669,511,678,428,746,451,283,878,601,320,596,123,729,210,61,968,944,837,911,164,64,190,600,754,273,471,256,143
1637 669,511,678,428,746,451,273,471,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,61,968,256,143
1637 669,511,678,428,283,878,61,968,601,320,596,123,729,210,746,451,944,837,911,164,64,190,600,754,273,471,256,143
1637 669,511,678,428,256,143,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,273,471,746,451
1637 669,511,64,190,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,678,428,600,754,273,471,256,143
1637 669,511,283,878,746,451,61,968,601,320,596,123,729,210,678,428,944,837,911,164,64,190,600,754,273,471,256,143
1637 669,511,273,471,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,678,428,256,143
1637 669,511,273,471,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,678,428,256,143
1637 669,511,256,143,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,273,471,678,428
1637 669,511,256,143,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,273,471,678,428
1637 64,190,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,669,511,600,754,273,471,256,143
1637 273,471,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,669,511,256,143
1634 669,511,678,428,746,861,913,968,579,937,849,919,960,549,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1630 669,511,944,837,746,451,61,968,601,320,596,123,729,210,283,878,678,428,911,164,212,641,600,754,273,471,256,143
1630 669,511,911,164,746,451,61,968,601,320,596,123,729,210,283,878,944,837,678,428,212,641,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,600,754,729,210,283,878,944,837,911,164,212,641,596,123,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,596,123,911,164,283,878,944,837,729,210,212,641,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,596,123,283,878,729,210,944,837,911,164,212,641,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,596,123,273,471,283,878,944,837,911,164,212,641,600,754,729,210,256,143
1630 669,511,678,428,746,451,61,968,601,320,596,123,256,143,283,878,944,837,911,164,212,641,600,754,273,471,729,210
1630 669,511,678,428,746,451,61,968,601,320,596,123,212,641,283,878,944,837,911,164,729,210,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,283,878,729,210,596,123,944,837,911,164,212,641,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,283,878,729,210,596,123,944,837,911,164,212,641,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,273,471,729,210,283,878,944,837,911,164,212,641,600,754,596,123,256,143
1630 669,511,678,428,746,451,61,968,601,320,256,143,729,210,283,878,944,837,911,164,212,641,600,754,273,471,596,123
1630 669,511,678,428,746,451,61,968,601,320,212,641,729,210,283,878,944,837,911,164,596,123,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,601,320,212,641,729,210,283,878,944,837,911,164,596,123,600,754,273,471,256,143
1630 669,511,678,428,746,451,61,968,256,143,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,601,320
1630 669,511,678,428,746,451,600,754,601,320,596,123,729,210,283,878,944,837,911,164,212,641,61,968,273,471,256,143
1630 669,511,678,428,283,878,61,968,601,320,596,123,729,210,746,451,944,837,911,164,212,641,600,754,273,471,256,143
1630 669,511,678,428,283,878,61,968,601,320,596,123,729,210,746,451,944,837,911,164,212,641,600,754,273,471,256,143
1630 669,511,678,428,273,471,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,746,451,256,143
1630 669,511,678,428,212,641,61,968,601,320,596,123,729,210,283,878,944,837,911,164,746,451,600,754,273,471,256,143
1630 669,511,283,878,746,451,61,968,601,320,596,123,729,210,678,428,944,837,911,164,212,641,600,754,273,471,256,143
1630 256,143,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,669,511
1630 212,641,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,669,511,600,754,273,471,256,143
1622 669,511,678,428,163,308,61,968,601,320,849,919,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1615 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,561,22,911,164,212,641,600,754,273,471,256,143
1614 669,511,678,428,746,451,61,968,601,320,596,123,729,210,477,522,944,837,911,164,212,641,600,754,273,471,256,143
1613 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,559,8,600,754,273,471,256,143
1609 669,511,678,428,746,451,61,968,601,320,817,389,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1606 911,164,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,669,511,212,641,600,754,273,471,1,209
1606 669,511,944,837,746,451,61,968,601,320,596,123,729,210,283,878,678,428,911,164,212,641,600,754,273,471,1,209
1606 669,511,944,837,746,451,61,968,601,320,596,123,729,210,283,878,678,428,911,164,212,641,600,754,273,471,1,209
1606 669,511,678,428,911,164,61,968,601,320,596,123,729,210,283,878,944,837,746,451,212,641,600,754,273,471,1,209
1606 669,511,678,428,911,164,61,968,601,320,596,123,729,210,283,878,944,837,746,451,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,944,837,601,320,596,123,729,210,283,878,61,968,911,164,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,911,164,601,320,596,123,729,210,283,878,944,837,61,968,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,944,837,596,123,729,210,283,878,601,320,911,164,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,944,837,729,210,283,878,596,123,911,164,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,944,837,729,210,283,878,596,123,911,164,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,911,164,729,210,283,878,944,837,596,123,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,596,123,944,837,283,878,729,210,911,164,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,596,123,944,837,283,878,729,210,911,164,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,596,123,911,164,283,878,944,837,729,210,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,596,123,911,164,283,878,944,837,729,210,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,596,123,600,754,283,878,944,837,911,164,212,641,729,210,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,212,641,729,210,283,878,944,837,911,164,596,123,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,601,320,212,641,729,210,283,878,944,837,911,164,596,123,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,600,754,596,123,729,210,283,878,944,837,911,164,212,641,601,320,273,471,1,209
1606 669,511,678,428,746,451,61,968,212,641,596,123,729,210,283,878,944,837,911,164,601,320,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,212,641,596,123,729,210,283,878,944,837,911,164,601,320,600,754,273,471,1,209
1606 669,511,678,428,746,451,61,968,1,209,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,601,320
1606 669,511,273,471,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,678,428,1,209
1606 669,511,273,471,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,678,428,1,209
1606 669,511,212,641,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,678,428,600,754,273,471,1,209
1606 669,511,1,209,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,678,428
1606 669,511,1,209,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,678,428
1606 600,754,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,669,511,273,471,1,209
1606 1,209,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,669,511
1600 669,511,678,428,746,451,61,968,358,154,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,1,209
1595 669,511,678,428,746,451,61,968,601,320,849,919,729,210,283,878,944,837,911,164,802,160,600,754,273,471,256,143
1593 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,905,30,911,164,212,641,600,754,273,471,1,209
1577 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,17,570
1575 669,511,678,428,746,451,61,968,601,320,596,123,641,600,283,878,944,837,911,164,212,729,210,754,273,471,256,143
1575 669,511,678,428,746,451,61,968,601,320,596,123,641,600,283,878,944,837,911,164,212,729,210,754,273,471,256,143
1567 669,511,678,428,746,451,61,968,601,320,849,919,960,549,283,393,688,837,911,164,212,641,600,754,273,471,256,143
1562 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,495,967,911,164,212,641,600,754,273,471,1,209
1545 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,273,471,993,767
1537 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,996,418,212,641,600,754,273,471,1,209
1537 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,213,545,911,164,212,641,600,754,273,471,1,209
1533 669,221,735,428,746,451,61,968,601,320,849,919,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1531 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,4,200,837,911,164,212,641,600,754,273,471,1,209
1519 54,796,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1498 669,511,678,428,746,451,366,64,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1486 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,692,973,600,754,273,471,1,209
1485 669,461,197,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,1,209
1482 669,801,134,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1482 669,511,678,771,962,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1473 669,511,678,428,226,17,61,968,601,320,596,123,729,210,283,878,944,837,911,164,64,190,600,754,273,471,256,143
1469 669,511,678,757,363,451,61,968,601,320,849,919,960,549,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1466 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754
1463 669,511,678,428,746,451,525,351,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1459 669,511,678,428,746,451,61,968,601,320,596,123,273,261,283,878,944,837,911,164,212,641,600,754
1458 669,810,59,428,746,451,61,968,601,320,849,919,729,210,283,878,944,837,911,164,212,641,600,754,273,471,256,143
1450 669,511,547,156,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,1,209
1446 669,511,678,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,31,427,190,600,754,273,471,256,143
1431 669,511,678,428,746,451,634,138,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,1,209
1430 669,511,678,428,746,451,61,968,601,320,596,123,273,261,283,912,459,837,911,164,212,641,600,754
1421 669,511,678,428,746,451,61,968,601,603,814,123,273,261,283,878,944,837,911,164,212,641,600,754
1411 669,511,678,428,746,451,61,968,601,320,769,900,93,832,380,878,944,837,911,164,608,574,600,754
1408 669,511,678,428,746,451,61,968,601,320,769,900,933,643,283,878,944,837,911,164,608,574,600,754
1407 669,511,678,428,746,451,61,968,601,320,596,123,273,261,283,878,944,837,911,164,608,574,600,754
1399 669,511,678,428,746,451,61,968,601,320,769,900,273,261,283,878,944,837,911,164,608,574,709,897
1398 669,511,678,428,746,857,300,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,1,209
1398 669,511,678,428,746,451,61,968,601,320,596,123,273,261,283,878,265,270,911,164,608,574,600,754
1391 669,511,678,428,746,451,61,968,970,887,769,900,273,261,283,878,944,837,911,164,608,574,600,754
1380 669,511,678,428,746,451,61,968,601,320,596,123,273,261,283,878,944,837,911,164,13,456,600,754
1376 669,511,678,428,746,451,61,968,601,320,769,900,716,912,283,878,944,837,911,164,608,574,600,754
1374 669,511,678,428,746,451,61,968,601,320,596,123,273,261,283,0,775,837,911,164,608,574,600,754
1358 669,511,678,428,746,451,61,968,601,320,596,123,273,464,554,878,944,837,911,164,608,574,600,754
1355 669,511,678,428,746,451,61,968,601,320,769,900,273,261,283,878,944,837,911,164,608,574,600,754
1347 669,511,678,428,971,506,61,968,601,320,596,123,273,261,283,878,944,837,911,164,212,641,600,754
1346 669,511,678,428,746,451,61,968,601,320,769,900,273,261,283,878,944,837,911,164,182,8,600,754
1335 669,511,678,428,746,451,61,968,601,320,769,900,273,887,785,878,944,837,911,164,608,574,600,754
1326 669,758,733,428,746,451,61,968,601,320,596,123,729,210,283,878,944,837,911,164,212,641,600,754,273,471,1,209
1324 669,511,678,428,746,451,61,968,601,320,596,123,273,261,283,697,27,837,911,164,608,574,600,754
1312 669,511,678,428,746,451,61,968,601,320,769,900,874,95,283,878,944,837,911,164,608,574,600,754
1304 669,511,678,428,746,451,61,968,601,320,596,123,273,261,554,646,944,837,911,164,608,574,600,754
1299 669,157,149,428,746,451,61,968,601,320,596,123,273,261,283,878,944,837,911,164,212,641,600,754
1278 669,511,678,428,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1272 669,150,197,428,746,451,61,968,601,320,596,123,273,261,283,878,944,837,911,164,608,574,600,754
1270 669,511,678,428,746,451,175,206,601,320,769,900,273,261,283,878,944,837,911,164,608,574,600,754
1262 669,511,678,428,352,621,61,968,601,320,596,123,273,261,283,878,944,837,911,164,608,574,600,754
1255 669,511,678,428,89,113,61,968,601,320,596,123,273,261,283,878,944,837,911,164,608,574,600,754
1253 871,486,678,428,746,451,61,968,601,320,769,900,273,444,380,457,83,837,911,164,608,574,600,754
1253 669,511,678,428,746,451,61,968,601,320,769,900,273,261,120,691,944,837,911,164,608,574,600,754
1251 669,511,678,428,746,451,61,968,601,320,769,900,273,261,283,878,944,837,911,164,842,146,600,754
1239 871,486,678,428,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1211 871,486,678,428,746,451,61,968,601,320,769,900,273,444,380,878,254,372,911,164,608,574,600,754
1198 669,511,678,428,746,451,615,612,601,320,769,900,273,261,283,878,944,837,911,164,608,574,600,754
1197 669,17,258,428,746,451,61,968,601,320,769,900,273,261,283,878,944,837,911,164,608,574,600,754
1188 669,511,678,428,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,587,328,600,754
1183 871,486,678,428,746,451,61,968,601,320,769,900,273,444,380,878,514,502,911,164,608,574,600,754
1160 669,511,678,428,746,451,387,865,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1153 662,144,678,428,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1141 139,233,678,428,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1140 871,486,935,571,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1108 669,511,244,238,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1097 871,486,678,428,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164
1074 669,511,907,224,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1050 871,486,678,428,746,451,38,968,601,320,769,900,273,444,380,878,944,837,911,164
1046 871,486,206,366,746,451,61,968,601,320,769,900,273,444,380,878,944,837,911,164,608,574,600,754
1027 871,486,678,428,746,451,718,968,601,320,769,900,273,444,380,878,944,837,911,164
1017 252,486,678,428,746,451,38,968,601,320,769,869,273,444,380,878,944,837,911,164
1000 871,486,678,428,746,897,38,968,601,320,769,900,273,444,380,878,944,837,911,164
999 252,486,678,428,746,451,38,968,601,320,769,900,273,254,380,878,944,837,911,164
960 252,486,678,428,746,451,38,968,601,506,769,900,273,444,380,878,944,837,911,164
960 252,486,678,428,746,451,38,968,601,320,769,900,273,444,380,878,944,837,911,164
959 252,486,678,5,746,451,38,968,601,320,769,900,273,444,380,878,944,837,911,164
953 252,486,678,428,746,451,38,968,601,320,769,900,273,444,380,13,944,837,911,164
948 252,486,678,428,746,451,38,968,601,320,769,900,273,444,380,878,944,837,911,195
946 252,486,678,428,746,451,421,968,601,320,769,900,273,166,380,878,944,837,911,164
945 252,486,678,428,746,451,38,968,601,320,769,900,273,166,380,878,944,837,911,164
944 252,486,678,428,746,451,38,968,601,320,769,900,273,444,380,878,944,837,228,164
943 252,486,678,428,746,451,38,968,601,320,769,900,273,441,380,878,944,837,911,164
942 252,486,678,428,746,451,38,968,601,320,769,900,273,166,380,878,839,837,911,164
936 252,486,678,428,746,451,212,968,601,320,769,900,273,166,621,878,944,837,911,164
919 252,486,678,428,746,451,38,154,601,320,769,900,273,166,380,878,944,837,911,164
913 252,486,678,428,746,451,38,968,156,320,769,900,273,444,380,878,944,837,911,164
912 252,486,678,428,746,451,38,968,601,320,769,900,273,444,955,878,944,837,911,164
911 252,486,678,428,746,451,38,968,601,320,769,900,273,166,380,878,643,837,911,164
910 252,486,678,28,746,451,38,968,601,320,769,900,273,166,621,878,944,837,911,164
905 252,486,678,60,746,451,38,968,601,320,769,900,273,444,380,878,944,837,911,164
904 252,486,678,428,746,451,38,968,601,320,769,900,273,166,380,878,944,988,911,164
902 252,486,678,428,746,451,38,968,601,320,769,900,273,166,621,878,944,837,911,164
899 252,486,678,428,746,451,38,968,601,320,769,900,273,166,621,544,944,837,911,164
895 252,486,678,428,746,451,38,968,601,320,769,900,273,166,380,222,944,837,911,164
887 652,486,678,428,746,451,38,968,601,320,769,900,273,166,621,878,944,837,911,164
881 871,486,678,428,746,58,38,968,601,320,769,900,273,444,380,878,944,837,911,164
875 252,486,678,428,746,451,38,968,601,320,769,900,273,166,621,878,944,683,911,164
857 252,486,678,608,746,451,38,968,601,320,769,900,273,166,621,878,944,837,911,164
848 252,486,678,428,746,451,38,968,601,320,769,900,273,166,621,878,944,837,911,311
846 252,486,678,428,746,451,38,872,601,320,769,900,273,166,621,878,944,837,911,164
833 252,486,617,428,746,451,38,968,601,320,769,900,273,444,380,878,944,837,911,164
810 252,486,678,428,746,727,38,968,601,320,769,900,273,444,380,878,944,837,911,164
793 209,59,188,106,198,287,635,80,368,361,446,926,183,219,685,709
782 252,486,694,428,746,451,38,968,601,320,769,900,273,166,621,878,944,837,911,164
771 446,926,188,106,198,287,37,487,368,361,209,59,183,219,685,709
771 209,59,368,361,198,287,37,487,188,106,446,926,183,219,685,709
771 209,59,188,487,368,287,37,106,198,361,446,926,183,219,685,709
771 209,59,188,106,446,926,37,487,368,361,198,287,183,219,685,709
771 209,59,188,106,368,361,37,487,198,287,446,926,183,219,685,709
771 209,59,188,106,198,287,37,487,368,361,446,926,183,219,685,709
771 209,59,188,106,198,287,368,361,37,487,446,926,183,219,685,709
765 252,486,377,428,746,451,38,968,601,320,769,900,273,166,621,878,944,837,911,164
739 209,59,188,106,198,287,37,487,368,361,446,926,183,219,12,727
735 252,486,347,428,746,451,38,968,601,320,769,900,273,166,621,878,944,837,911,164
735 209,59,188,106,356,696,37,487,368,361,446,926,183,219,685,709
724 209,59,853,620,198,287,37,487,368,361,446,926,183,219,685,709
715 209,59,188,106,198,287,461,815,368,37,487,926,183,219,685,709
715 209,59,188,106,198,287,27,244,368,361,446,926,183,219,685,709
706 209,455,322,106,198,287,37,487,368,361,446,926,183,219,685,709
701 209,59,224,819,198,287,37,487,368,361,446,926,183,219,685,709
689 209,59,188,106,487,368,37,198,287,461,815,926,183,219,685,709
687 968,145,188,106,198,287,37,487,368,461,815,926,183,472,901,709
682 720,895,188,106,198,287,37,487,368,361,446,926,183,219,685,709
682 252,486,678,428,746,451,38,968,601,320,769,900
678 209,59,188,106,198,287,37,487,368,361,703,246,183,219,685,709
677 209,59,361,446,198,287,37,487,368,188,106,926,183,219,685,709
677 209,59,188,106,198,287,37,487,368,245,889,926,183,219,685,709
672 252,486,678,428,746,451,38,702,601,320,769,979
667 968,145,188,106,198,287,37,487,368,461,935,928,183,219,685,709
