170,644 142
401,629 11
353,438 72
233,500 112
120,84 98
390,133 55
966,595 126
748,279 163
193,859 109
715,764 135
862,370 29
575,11 130
241,609 111
236,620 115
907,83 88
708,666 104
38,728 49
143,294 163
252,20 166
519,805 82
919,622 143
459,175 120
813,683 77
30,789 134
864,134 136
244,950 123
995,734 23
531,883 125
758,715 179
615,137 65
142,107 136
391,940 189
421,607 110
434,578 31
430,246 92
64,120 153
449,281 24
213,680 108
232,896 118
419,662 66
666,955 109
141,411 82
773,844 161
93,237 56
842,979 129
806,876 67
156,445 189
519,503 74
631,642 108
570,855 196
417,322 147
462,589 124
358,960 6
903,612 161
676,544 165
211,508 122
635,35 118
699,970 140
422,538 15
755,842 71
242,248 110
527,427 124
837,896 30
525,993 37
747,455 48
184,574 176
205,374 170
444,66 162
19,281 72
913,817 96
581,848 25
310,874 135
570,279 206
517,696 63
711,933 158
17,965 67
553,829 31
781,836 144
417,411 78
646,885 64
435,193 38
390,139 93
407,890 215
250,775 202
727,633 29
1,127 75
698,15 171
753,943 90
843,929 153
831,700 66
93,906 151
707,155 50
138,913 70
343,209 170
838,881 111
199,534 170
797,626 138
373,749 168
783,545 166
532,413 74
878,770 133
17,482 75
457,559 205
437,824 88
106,29 106
45,48 93
376,933 156
446,694 146
704,312 116
334,317 94
92,793 46
420,460 114
837,441 146
249,824 81
667,680 175
536,288 48
984,151 82
986,409 132
642,420 134
37,210 139
313,2 156
206,977 104
676,312 113
961,212 95
314,970 192
785,20 57
487,357 178
931,576 109
816,535 107
573,838 146
438,452 78
559,804 83
582,807 85
109,644 129
181,700 76
959,146 30
185,756 119
892,593 181
853,920 130
355,78 152
253,891 69
294,973 246
927,45 104
739,198 37
804,876 31
422,33 38
357,852 81
660,923 28
640,646 75
670,801 133
298,65 46
920,575 136
769,703 190
395,205 261
659,292 129
983,684 81
745,17 157
141,357 204
846,201 80
870,975 55
299,275 39
90,905 61
418,688 125
488,666 64
415,435 62
581,230 80
229,181 51
566,919 49
567,412 56
382,650 157
815,916 102
999,722 79
709,478 83
3,469 138
482,865 74
229,433 112
653,93 109
6,500 69
958,565 17
897,227 156
448,560 74
205,827 92
899,44 185
246,479 148
658,825 78
522,252 140
387,619 177
464,844 151
990,938 107
338,424 117
241,47 99
826,789 56
457,304 146
455,375 73
396,395 137
335,511 99
714,301 68
765,589 173
318,634 66
896,204 85
53,205 151
218,586 33
769,474 30
288,210 108
0,159 109
708,26 105
62,649 186
374,988 55
389,649 161
299,924 56
504,234 47
642,292 52
501,766 94
19,318 98
753,379 80
254,125 142
371,56 101
433,799 182
171,154 134
204,804 85
556,839 79
645,444 92
633,325 110
804,801 94
786,23 79
126,249 140
309,728 135
601,778 77
366,288 106
928,868 37
150,409 74
513,745 136
179,94 68
3,644 77
186,358 113
88,332 146
153,579 151
776,598 51
224,589 36
223,129 132
965,401 164
364,783 149
847,358 111
602,878 86
253,853 91
546,117 114
704,806 156
650,936 160
673,241 91
656,87 180
914,28 31
150,213 88
437,723 140
336,448 213
221,656 127
38,567 42
272,548 162
439,312 79
804,759 114
374,926 134
659,609 119
733,882 62
277,510 131
174,878 71
820,755 89
954,8 242
438,676 119
889,917 78
495,620 119
465,182 97
259,798 162
525,743 109
212,348 7
444,219 66
584,966 137
699,414 119
611,971 89
264,865 105
453,757 125
208,122 32
897,77 43
644,947 75
78,660 112
462,915 116
155,660 124
689,663 81
883,573 56
298,632 131
346,645 129
692,906 108
197,432 60
434,433 36
249,755 63
340,418 17
225,773 35
647,23 59
481,690 107
100,758 107
567,173 108
324,574 74
615,86 92
328,233 88
995,717 215
630,550 106
611,842 143
464,870 166
588,820 142
346,162 173
412,923 60
317,481 25
252,502 199
242,632 219
7,561 65
477,441 83
919,679 169
209,129 168
723,350 105
830,994 97
67,453 6
742,937 145
561,353 60
545,843 155
723,191 181
193,547 82
765,498 184
999,202 59
202,823 59
645,443 84
78,537 127
804,428 110
132,703 201
57,811 61
264,679 51
692,567 58
324,743 137
202,541 121
828,875 34
565,330 17
409,736 100
837,224 18
901,172 130
711,593 188
647,664 124
239,305 69
398,723 191
497,884 214
753,666 46
387,695 104
104,770 101
53,32 98
182,136 44
448,125 167
470,915 111
246,165 129
229,107 113
580,776 17
640,19 94
679,463 136
850,284 166
489,54 58
92,805 51
566,803 185
511,423 97
874,910 86
325,103 95
545,394 27
355,851 101
295,173 126
503,709 61
712,194 205
124,257 137
546,534 171
899,339 94
784,883 148
109,565 137
25,38 130
486,921 79
158,196 43
854,796 185
431,798 145
726,532 86
719,716 59
21,879 22
516,47 40
225,122 123
514,717 105
903,554 101
391,885 121
478,290 151
485,509 36
8,486 61
585,528 162
962,396 150
988,938 123
551,553 69
476,16 201
634,362 121
459,611 38
732,306 57
621,580 84
231,110 47
50,47 93
652,403 71
669,975 220
192,265 109
965,126 168
630,107 179
167,31 81
249,2 103
986,658 153
635,582 59
341,274 73
510,258 150
692,153 78
943,3 125
772,874 126
551,279 162
655,267 87
495,294 111
400,679 56
937,121 192
859,390 173
583,856 68
990,154 100
962,878 57
160,637 50
619,277 157
772,140 178
379,980 20
749,720 57
424,956 100
971,646 80
149,732 157
494,780 144
942,972 135
40,726 99
767,784 144
773,635 156
140,771 81
275,293 26
394,271 181
852,616 46
796,311 140
955,642 148
680,347 120
119,59 196
474,363 94
312,363 42
940,656 216
541,717 44
24,661 103
467,212 92
116,861 103
254,767 37
380,607 77
413,942 83
123,990 113
809,631 102
57,561 53
763,228 103
674,780 188
887,83 152
373,419 131
468,485 156
113,393 112
140,745 215
53,782 214
138,428 192
920,950 155
610,360 55
216,221 101
349,505 183
764,864 131
239,944 155
167,692 84
426,795 169
448,882 61
184,271 234
826,595 148
514,778 167
91,78 171
607,789 31
647,948 93
209,744 48
71,786 102
886,774 91
686,853 114
383,559 148
582,4 64
300,634 35
359,822 165
48,685 128
346,130 178
193,42 70
720,125 78
778,218 64
170,693 121
956,807 58
981,334 37
342,866 173
904,592 22
445,464 243
162,842 142
12,286 243
310,441 124
89,818 149
52,666 18
516,512 147
651,33 57
699,680 97
643,156 178
521,385 221
739,770 185
415,6 164
173,978 47
772,206 82
890,955 99
662,914 149
445,248 143
634,155 24
567,15 69
225,363 97
450,174 15
28,892 183
728,78 26
530,512 161
495,681 71
455,785 127
912,664 173
568,555 120
377,588 124
841,598 142
599,334 68
167,459 192
598,996 15
573,81 138
881,340 113
983,170 146
515,409 89
154,422 171
877,824 76
939,194 97
958,895 92
239,511 122
762,669 118
6,718 42
38,905 135
437,576 125
859,835 106
813,739 59
40,592 22
622,544 83
114,453 116
823,537 15
223,407 55
765,744 52
49,427 5
119,456 117
261,316 23
603,628 102
87,879 75
146,925 95
440,374 104
72,864 81
376,905 169
477,983 58
407,166 119
745,737 114
275,446 93
214,98 54
108,527 105
348,769 44
390,792 76
82,6 97
510,949 62
293,482 6
114,21 56
165,540 122
827,240 129
998,504 141
183,135 126
807,991 152
133,75 40
84,845 86
389,154 171
373,637 180
844,652 161
79,717 220
236,435 146
33,206 20
873,488 133
819,925 80
273,41 30
864,504 174
850,583 91
951,820 179
214,702 29
633,827 120
565,546 96
710,50 109
687,800 118
622,75 155
899,41 142
96,309 53
772,609 119
590,888 100
263,444 22
283,254 75
280,119 139
103,171 81
801,188 122
922,460 154
176,648 109
338,882 155
581,688 196
487,904 168
457,427 161
29,576 93
939,884 49
109,925 128
919,938 93
873,857 127
718,633 124
768,64 114
678,28 222
175,759 97
188,267 6
197,41 45
99,482 97
328,794 117
955,166 25
289,859 133
383,859 177
846,80 101
523,793 100
264,387 102
304,855 184
310,5 29
61,0 179
748,101 60
290,726 103
764,115 114
39,468 58
490,837 171
206,961 161
886,736 170
156,792 113
718,819 42
307,824 107
848,237 134
850,663 60
774,881 109
703,603 135
457,15 107
406,490 132
817,500 47
713,661 198
774,400 67
395,950 154
334,793 67
140,630 231
231,983 164
275,534 147
555,485 150
988,862 40
231,330 24
222,347 86
988,56 57
586,833 40
915,14 19
972,975 138
987,4 129
778,303 177
34,475 24
894,293 88
538,38 41
726,359 100
965,306 27
931,592 116
345,250 66
802,553 72
666,356 73
889,914 155
19,874 78
668,799 58
12,950 219
338,290 125
126,333 143
647,252 115
698,854 35
8,782 18
275,561 39
232,513 177
208,692 101
429,9 151
355,793 93
771,729 136
936,285 152
905,936 10
713,190 180
171,710 129
854,385 209
38,701 128
658,962 129
937,304 231
31,611 107
624,216 142
402,534 146
477,512 57
637,582 109
948,115 92
255,447 61
487,717 143
640,485 140
208,322 28
91,986 31
928,272 124
884,915 38
365,327 155
864,358 45
967,673 73
152,800 154
683,157 124
634,2 106
348,386 97
455,790 50
566,313 146
944,592 107
248,66 92
694,254 75
27,10 85
906,983 37
837,736 208
245,842 81
268,416 92
130,228 86
921,53 186
941,902 178
770,954 132
328,414 62
509,241 177
267,10 88
121,91 27
641,305 101
927,427 100
947,134 182
125,322 72
701,252 195
313,680 218
775,993 115
23,485 149
131,669 105
275,850 71
987,903 53
188,620 113
362,528 42
757,44 78
733,958 127
532,716 109
315,868 115
324,496 97
885,140 112
525,48 142
398,626 114
699,907 128
313,170 187
203,637 144
135,578 34
66,225 156
265,979 106
529,860 51
890,623 103
186,594 31
490,445 214
947,494 67
173,486 68
747,212 117
828,828 0
331,758 86
773,909 116
550,182 29
389,305 32
564,403 78
512,444 25
320,253 73
121,921 158
238,989 53
197,560 76
692,216 22
646,367 93
135,204 42
626,366 57
329,20 51
683,475 70
863,181 141
301,478 149
200,988 66
914,368 82
715,203 86
827,206 84
841,986 211
77,997 107
753,437 99
982,534 120
532,772 103
40,392 205
941,463 88
741,987 65
220,149 20
224,395 69
188,856 156
429,483 69
416,806 97
718,623 35
324,600 61
68,34 105
830,744 169
233,4 124
824,661 145
967,104 125
117,575 210
780,275 98
544,359 175
263,421 99
698,73 70
580,853 80
466,618 88
254,503 60
517,343 121
895,176 49
762,180 43
393,195 128
289,618 84
280,28 110
257,907 22
355,274 137
889,563 120
316,170 130
330,945 127
834,63 51
363,923 88
970,313 178
100,595 169
186,652 178
174,863 164
765,564 34
697,894 104
757,45 113
765,625 156
194,993 182
639,624 137
356,894 66
779,587 113
379,476 35
908,386 110
519,89 107
960,66 89
613,861 34
860,592 25
346,317 98
939,517 110
58,685 120
443,296 86
898,313 185
706,55 183
463,518 180
556,668 36
12,454 164
149,747 48
120,176 76
954,510 143
660,4 60
422,543 137
514,214 89
259,341 92
10,232 92
685,92 105
377,964 161
436,118 80
44,152 187
321,943 61
593,259 73
762,126 158
801,839 114
993,295 80
123,225 142
837,713 202
439,562 78
149,340 93
357,920 143
514,902 101
575,672 159
933,315 98
882,91 10
143,66 56
33,354 140
585,257 37
197,889 60
283,132 43
350,591 101
335,207 162
757,680 129
635,83 26
823,306 102
511,836 87
790,2 25
836,587 136
858,220 173
914,878 56
757,694 131
190,6 166
424,816 200
738,389 58
615,106 66
950,236 141
625,585 87
850,521 81
743,34 98
238,327 119
323,497 143
740,815 92
656,844 194
75,987 164
513,634 141
474,600 93
296,295 94
518,944 186
512,754 176
887,900 200
211,482 62
747,699 63
693,911 39
937,646 122
339,724 106
178,933 51
865,321 83
9,937 214
500,819 134
7,141 105
277,999 73
768,250 197
253,392 123
244,748 88
97,525 132
464,669 183
906,275 49
48,450 143
872,460 137
811,308 61
294,756 189
199,692 163
75,281 195
725,118 90
335,1 107
311,208 54
597,680 62
835,913 39
382,965 117
720,470 144
941,442 100
357,704 72
264,347 136
783,3 187
900,64 59
560,730 172
35,928 117
756,27 125
618,159 187
717,668 107
852,105 128
840,846 100
800,377 33
319,176 56
43,571 82
680,234 192
326,741 172
184,497 252
362,186 202
435,661 147
277,455 19
503,850 84
971,657 60
408,626 168
772,618 64
816,138 143
648,455 182
227,984 238
820,526 49
732,520 61
281,593 17
448,808 188
452,174 178
238,631 147
841,431 71
396,835 120
485,616 94
663,160 63
159,932 149
168,630 97
567,297 56
492,438 54
325,184 165
110,336 89
908,688 86
460,713 162
485,436 96
575,267 171
167,220 53
885,335 63
80,309 126
880,244 73
264,93 185
256,161 17
146,585 175
186,158 200
967,602 80
149,162 146
256,618 152
932,965 126
828,80 157
953,715 156
955,454 60
178,384 100
340,407 132
637,481 171
745,250 62
700,249 44
462,926 96
318,831 26
671,785 137
628,923 49
141,943 19
519,592 88
956,168 55
312,214 48
894,641 180
596,826 132
641,253 179
754,372 146
88,623 166
924,640 128
665,700 177
300,23 37
169,809 164
368,157 96
547,434 41
384,544 89
346,895 155
595,910 89
621,816 97
826,790 83
279,699 104
203,63 139
776,268 86
943,833 157
846,913 24
445,860 234
710,301 107
13,130 160
519,627 100
975,791 65
376,374 110
195,331 64
738,366 134
232,148 126
302,788 82
136,526 58
814,901 89
905,678 28
776,996 65
604,105 78
557,768 59
631,854 153
580,767 127
403,536 33
375,891 167
327,404 129
514,949 105
98,331 52
46,33 72
656,438 134
656,486 51
328,362 118
266,993 71
832,316 51
300,262 79
667,911 105
684,956 26
429,323 101
156,555 84
792,37 40
66,745 138
428,171 156
890,96 84
199,738 22
958,179 117
336,846 98
169,360 147
562,687 20
388,945 58
815,88 88
580,507 139
965,845 120
324,753 17
244,90 125
333,273 24
244,968 151
21,291 160
838,663 91
786,989 113
108,31 84
936,883 116
308,32 101
85,982 111
23,899 173
550,667 65
998,548 61
624,704 180
26,506 49
621,558 119
455,424 153
862,213 150
348,884 148
154,529 147
355,689 23
99,908 99
801,710 106
827,850 87
790,297 30
850,575 113
761,797 158
404,936 118
734,332 126
642,250 142
668,355 82
397,968 94
585,949 88
402,74 120
929,33 63
322,782 139
435,747 10
696,844 127
813,493 60
728,615 165
646,575 140
396,505 99
823,445 137
133,769 190
371,994 62
430,716 36
169,642 23
163,83 138
318,261 133
173,589 181
252,434 35
293,340 44
91,632 54
383,934 117
584,124 124
295,340 49
596,571 120
788,544 144
208,917 120
815,636 66
787,741 134
331,472 113
42,446 108
22,233 121
985,640 119
436,695 87
760,654 197
166,291 62
617,341 83
86,394 149
3,3 0
110,362 86
425,920 111
281,46 173
892,974 66
354,923 145
265,779 112
563,839 51
900,881 85
131,364 49
420,699 55
185,769 143
549,82 91
156,243 78
277,380 47
370,588 44
121,167 164
136,395 115
585,324 96
610,930 152
96,530 90
27,864 132
553,258 98
846,566 89
460,11 69
826,166 92
994,52 49
309,248 20
106,15 169
4,440 93
740,803 115
833,734 49
200,466 79
572,659 92
259,941 134
156,325 88
938,795 65
147,964 11
317,959 44
238,332 89
757,107 146
29,755 74
632,350 197
494,411 125
823,534 124
52,363 47
792,495 97
936,485 176
120,727 35
198,885 124
968,237 47
210,474 29
162,819 101
276,15 29
925,959 72
291,874 117
843,251 112
486,792 101
943,831 195
39,104 91
911,287 52
825,836 38
559,105 102
795,370 123
374,447 29
92,47 71
988,90 53
499,251 55
200,101 121
952,7 122
551,377 42
751,682 155
271,625 174
737,782 153
6,748 25
880,143 99
720,733 220
785,216 221
811,151 44
837,473 131
697,129 126
8,182 106
273,619 137
585,6 94
471,766 89
554,645 58
850,810 89
103,454 110
482,526 91
493,152 152
685,502 128
33,122 42
575,633 43
289,828 132
703,30 190
944,426 8
314,950 42
101,120 142
118,93 130
756,431 39
762,926 78
571,130 153
569,154 135
742,378 169
248,82 62
443,829 27
648,51 150
975,46 167
874,613 20
607,728 145
225,880 203
739,277 137
349,845 13
904,492 92
764,529 72
125,64 107
593,236 137
464,515 140
294,219 192
386,262 172
137,734 166
765,541 144
601,734 66
308,520 61
765,8 163
267,212 90
78,14 148
46,256 62
83,115 91
10,957 83
550,313 84
570,13 152
710,633 57
138,638 50
525,269 178
907,248 75
372,856 42
774,958 68
395,165 217
346,852 54
208,759 129
213,620 127
976,537 26
231,385 151
513,294 175
18,709 90
923,557 65
749,274 26
593,167 87
165,394 97
556,431 37
594,394 106
768,253 131
833,152 137
549,691 115
981,134 64
767,847 47
833,546 51
569,412 114
353,499 35
957,519 127
609,899 97
219,965 176
332,398 198
380,819 129
506,596 90
697,842 28
234,398 192
594,235 25
550,631 103
924,542 49
44,697 49
101,736 92
888,248 61
160,547 76
693,508 117
935,549 116
227,462 68
472,12 36
283,821 115
631,389 146
450,767 126
507,78 215
254,343 204
587,642 121
164,901 103
680,227 168
353,996 73
401,559 186
239,589 191
126,961 2
811,401 66
94,920 117
880,689 56
239,571 43
422,245 61
401,796 160
743,769 193
262,849 175
173,760 89
259,804 67
601,598 88
54,497 28
383,579 11
114,481 42
856,467 28
176,98 107
737,427 142
583,473 25
775,580 23
63,675 161
488,975 87
766,437 46
660,222 50
800,14 53
408,291 99
971,341 113
269,434 30
542,620 110
409,583 103
236,494 59
995,119 54
490,260 55
757,985 128
809,171 139
818,912 105
316,699 62
